Date,Temp,Wind
2024-02-07,28.9,2.1
2024-02-08,28.3,2.8
2024-02-09,26.6,2.0
2024-02-10,25.6,4.4
2024-02-11,26.0,5.9
2024-02-12,25.3,5.5
2024-02-13,24.8,5.4
2024-02-14,25.4,4.6
2024-02-15,25.6,4.0
2024-02-16,25.3,3.9
2024-02-17,25.9,3.6
2024-02-18,26.8,4.3
2024-02-19,26.7,4.5
2024-02-20,27.3,4.1
2024-02-21,28.2,4.0
2024-02-22,27.5,2.9
2024-02-23,27.3,1.9
2024-02-24,27.9,4.0
2024-02-25,26.7,5.1
2024-02-26,27.0,5.7
2024-02-27,27.1,4.8
2024-02-28,27.3,3.4
2024-02-29,28.5,2.8
2024-03-01,29.0,3.2
2024-03-02,28.9,5.2
2024-03-03,29.5,5.0
2024-03-04,28.9,4.0
2024-03-05,29.6,3.8
2024-03-06,29.7,4.0
2024-03-07,30.6,4.1
2024-03-08,30.0,2.9
2024-03-09,30.5,2.8
2024-03-10,29.7,4.7
2024-03-11,30.2,4.5
2024-03-12,31.6,3.7
2024-03-13,32.4,4.2
2024-03-14,31.7,3.8
2024-03-15,31.5,4.7
2024-03-16,30.2,6.0
2024-03-17,27.5,4.4
2024-03-18,27.2,4.4
2024-03-19,29.0,5.3
2024-03-20,28.0,3.1
2024-03-21,28.1,4.6
2024-03-22,29.8,4.1
2024-03-23,30.8,4.8
2024-03-24,30.8,5.4
2024-03-25,31.5,5.1
2024-03-26,31.6,5.4
2024-03-27,31.3,4.9
2024-03-28,32.0,4.2
2024-03-29,33.3,5.0
2024-03-30,33.0,5.2
2024-03-31,32.9,4.0
2024-04-01,33.6,4.4
2024-04-02,34.7,4.1
2024-04-03,33.5,3.7
2024-04-04,33.8,5.0
2024-04-05,34.9,4.3
2024-04-06,36.0,4.4
2024-04-07,33.2,3.0
2024-04-08,32.4,5.7
2024-04-09,31.3,4.8
2024-04-10,31.9,5.3
2024-04-11,30.1,3.8
2024-04-12,28.5,3.6
2024-04-13,30.6,3.4
2024-04-14,32.6,4.3
2024-04-15,33.9,4.0
2024-04-16,34.8,4.0
2024-04-17,35.0,3.7
2024-04-18,35.7,3.0
2024-04-19,34.5,3.9
2024-04-20,34.4,3.9
2024-04-21,33.4,3.9
2024-04-22,34.3,3.2
2024-04-23,34.8,3.1
2024-04-24,34.7,4.0
2024-04-25,35.0,3.8
2024-04-26,35.2,4.5
2024-04-27,35.2,3.9
2024-04-28,35.7,4.5
2024-04-29,35.6,4.9
2024-04-30,36.3,4.8
2024-05-01,37.3,4.2
2024-05-02,37.5,2.7
2024-05-03,36.5,2.7
2024-05-04,35.8,3.8
2024-05-05,36.0,4.3
2024-05-06,36.0,4.2
2024-05-07,31.8,6.5
2024-05-08,31.2,3.7
2024-05-09,31.0,5.8
2024-05-10,31.8,4.6
2024-05-11,33.2,4.7
2024-05-12,33.1,4.6
2024-05-13,31.6,2.6
2024-05-14,32.5,4.3
2024-05-15,32.5,3.5
2024-05-16,30.1,4.5
2024-05-17,26.0,3.4
2024-05-18,28.0,3.7
2024-05-19,28.6,3.2
2024-05-20,32.0,4.4
2024-05-21,33.1,4.8
2024-05-22,33.0,4.7
2024-05-23,33.5,4.3
2024-05-24,34.6,4.8
2024-05-25,34.2,5.6
2024-05-26,36.0,4.4
2024-05-27,38.6,6.1
2024-05-28,35.6,5.8
2024-05-29,38.7,4.7
2024-05-30,39.4,4.2
2024-05-31,39.2,3.4
2024-06-01,36.3,4.8
2024-06-02,33.8,4.1
2024-06-03,28.3,3.4
2024-06-04,30.9,2.8
2024-06-05,31.1,2.5
2024-06-06,31.4,3.0
2024-06-07,31.5,2.7
2024-06-08,30.0,4.5
2024-06-09,30.3,4.2
2024-06-10,31.7,3.3
2024-06-11,32.0,4.4
2024-06-12,31.0,4.6
2024-06-13,31.2,3.2
2024-06-14,28.9,3.7
2024-06-15,31.2,3.0
2024-06-16,29.8,3.2
2024-06-17,32.1,2.6
2024-06-18,32.2,2.1
2024-06-19,29.8,3.1
2024-06-20,26.7,3.0
2024-06-21,28.7,3.2
2024-06-22,27.2,3.9
2024-06-23,29.1,3.3
2024-06-24,30.6,3.2
2024-06-25,30.8,3.8
2024-06-26,28.4,5.0
2024-06-27,25.8,5.0
2024-06-28,25.6,5.8
2024-06-29,26.5,3.5
2024-06-30,25.2,4.3
2024-07-01,26.8,3.3
2024-07-02,28.8,5.5
2024-07-03,29.8,5.8
2024-07-04,29.9,4.4
2024-07-05,29.4,5.5
2024-07-06,28.3,6.1
2024-07-07,27.2,5.3
2024-07-08,26.5,3.3
2024-07-09,27.2,4.2
2024-07-10,27.8,3.5
2024-07-11,28.6,3.6
2024-07-12,27.7,4.8
2024-07-13,26.5,5.7
2024-07-14,25.0,5.0
2024-07-15,26.2,4.9
2024-07-16,26.6,5.1
2024-07-17,26.6,5.6
2024-07-18,26.4,6.7
2024-07-19,25.3,8.8
2024-07-20,23.5,9.4
2024-07-21,24.3,8.2
2024-07-22,24.7,7.7
2024-07-23,24.1,7.6
2024-07-24,23.9,7.6
2024-07-25,23.6,9.0
2024-07-26,24.1,8.3
2024-07-27,24.6,7.9
2024-07-28,25.7,6.2
2024-07-29,26.7,6.2
2024-07-30,26.9,5.4
2024-07-31,26.1,5.1
2024-08-01,25.1,5.4
2024-08-02,26.1,7.1
2024-08-03,26.2,6.2
2024-08-04,26.0,6.2
