Date,Temp,Wind
2024-07-09,27.9,1.9
2024-07-10,29.3,2.5
2024-07-11,30.6,3.3
2024-07-12,29.1,3.5
2024-07-13,27.5,3.4
2024-07-14,26.9,3.5
2024-07-15,26.8,3.5
2024-07-16,27.8,3.4
2024-07-17,28.5,3.8
2024-07-18,28.0,3.9
2024-07-19,25.8,5.3
2024-07-20,25.4,5.7
2024-07-21,26.2,4.9
2024-07-22,27.4,4.4
2024-07-23,27.3,5.1
2024-07-24,26.8,4.8
2024-07-25,26.6,5.4
2024-07-26,27.5,4.9
2024-07-27,27.8,5.2
2024-07-28,28.6,4.4
2024-07-29,28.7,3.5
2024-07-30,29.6,3.5
2024-07-31,29.6,3.7
2024-08-01,28.6,3.5
2024-08-02,27.6,3.6
2024-08-03,28.8,3.9
2024-08-04,29.7,3.8
