Date,Temp,Wind
2024-02-07,28.3,1.4
2024-02-08,27.7,1.8
2024-02-09,26.4,2.1
2024-02-10,26.3,2.7
2024-02-11,25.9,2.3
2024-02-12,25.2,2.5
2024-02-13,25.6,2.3
2024-02-14,26.0,2.2
2024-02-15,25.6,2.4
2024-02-16,25.2,2.3
2024-02-17,26.2,1.8
2024-02-18,26.6,2.0
2024-02-19,26.7,2.3
2024-02-20,27.1,1.6
2024-02-21,28.1,1.6
2024-02-22,27.4,1.6
2024-02-23,26.9,2.1
2024-02-24,27.2,2.4
2024-02-25,26.7,2.5
2024-02-26,25.8,3.2
2024-02-27,26.8,2.5
2024-02-28,27.4,1.6
2024-02-29,28.1,2.0
2024-03-01,29.0,2.1
2024-03-02,29.9,2.0
2024-03-03,28.9,1.7
2024-03-04,28.3,2.0
2024-03-05,28.3,2.2
2024-03-06,30.2,2.1
2024-03-07,30.3,1.9
2024-03-08,29.6,1.5
2024-03-09,29.6,1.6
2024-03-10,28.6,2.4
2024-03-11,29.1,1.6
2024-03-12,30.4,2.0
2024-03-13,31.6,1.9
2024-03-14,30.3,1.9
2024-03-15,29.1,2.1
2024-03-16,28.3,2.8
2024-03-17,28.0,2.9
2024-03-18,28.9,1.8
2024-03-19,28.8,2.3
2024-03-20,26.8,2.6
2024-03-21,27.8,1.9
2024-03-22,29.3,1.6
2024-03-23,30.4,2.1
2024-03-24,31.1,1.9
2024-03-25,30.3,1.7
2024-03-26,31.0,1.9
2024-03-27,31.0,2.0
2024-03-28,31.9,1.7
2024-03-29,32.8,2.3
2024-03-30,32.9,2.2
2024-03-31,31.7,1.8
2024-04-01,32.4,1.8
2024-04-02,33.0,2.1
2024-04-03,33.1,2.0
2024-04-04,33.4,1.9
2024-04-05,33.8,1.4
2024-04-06,33.7,1.5
2024-04-07,34.7,2.0
2024-04-08,31.3,2.9
2024-04-09,29.9,3.2
2024-04-10,30.8,2.2
2024-04-11,30.0,2.9
2024-04-12,29.7,2.4
2024-04-13,29.0,2.2
2024-04-14,31.8,2.2
2024-04-15,33.0,2.1
2024-04-16,34.0,1.9
2024-04-17,33.6,1.6
2024-04-18,32.8,1.7
2024-04-19,33.0,2.5
2024-04-20,30.7,1.9
2024-04-21,32.4,1.6
2024-04-22,32.8,1.8
2024-04-23,33.0,2.1
2024-04-24,33.3,1.4
2024-04-25,34.1,2.0
2024-04-26,35.5,1.8
2024-04-27,34.7,1.6
2024-04-28,35.5,1.9
2024-04-29,35.2,1.8
2024-04-30,35.8,1.8
2024-05-01,35.2,2.1
2024-05-02,34.6,2.0
2024-05-03,35.0,1.6
2024-05-04,35.0,1.2
2024-05-05,34.5,1.8
2024-05-06,34.8,1.9
2024-05-07,31.0,2.7
2024-05-08,29.5,2.6
2024-05-09,30.7,1.8
2024-05-10,30.2,1.6
2024-05-11,31.7,1.9
2024-05-12,31.5,2.0
2024-05-13,29.7,2.1
2024-05-14,31.4,2.0
2024-05-15,30.9,1.7
2024-05-16,28.4,2.2
2024-05-17,27.1,1.6
2024-05-18,27.4,1.3
2024-05-19,27.8,1.2
2024-05-20,28.4,0.9
2024-05-21,31.0,1.5
2024-05-22,31.3,1.7
