date,weather_code
2023-08-06,2.0
2023-08-07,51.0
2023-08-08,3.0
2023-08-09,51.0
2023-08-10,51.0
2023-08-11,51.0
2023-08-12,51.0
2023-08-13,51.0
2023-08-14,61.0
2023-08-15,55.0
2023-08-16,61.0
2023-08-17,63.0
2023-08-18,61.0
2023-08-19,63.0
2023-08-20,51.0
2023-08-21,51.0
2023-08-22,63.0
2023-08-23,51.0
2023-08-24,51.0
2023-08-25,63.0
2023-08-26,51.0
2023-08-27,63.0
2023-08-28,53.0
2023-08-29,51.0
2023-08-30,51.0
2023-08-31,51.0
2023-09-01,51.0
2023-09-02,63.0
2023-09-03,61.0
2023-09-04,63.0
2023-09-05,61.0
2023-09-06,63.0
2023-09-07,63.0
2023-09-08,61.0
2023-09-09,53.0
2023-09-10,63.0
2023-09-11,2.0
2023-09-12,51.0
2023-09-13,51.0
2023-09-14,53.0
2023-09-15,53.0
2023-09-16,51.0
2023-09-17,2.0
2023-09-18,63.0
2023-09-19,51.0
2023-09-20,63.0
2023-09-21,63.0
2023-09-22,51.0
2023-09-23,53.0
2023-09-24,63.0
2023-09-25,63.0
2023-09-26,63.0
2023-09-27,63.0
2023-09-28,63.0
2023-09-29,63.0
2023-09-30,63.0
2023-10-01,61.0
2023-10-02,65.0
2023-10-03,61.0
2023-10-04,1.0
2023-10-05,1.0
2023-10-06,1.0
2023-10-07,2.0
2023-10-08,1.0
2023-10-09,1.0
2023-10-10,51.0
2023-10-11,1.0
2023-10-12,1.0
2023-10-13,0.0
2023-10-14,1.0
2023-10-15,51.0
2023-10-16,51.0
2023-10-17,1.0
2023-10-18,1.0
2023-10-19,1.0
2023-10-20,0.0
2023-10-21,1.0
2023-10-22,1.0
2023-10-23,1.0
2023-10-24,1.0
2023-10-25,1.0
2023-10-26,1.0
2023-10-27,1.0
2023-10-28,3.0
2023-10-29,1.0
2023-10-30,51.0
2023-10-31,2.0
2023-11-01,3.0
2023-11-02,55.0
2023-11-03,51.0
2023-11-04,53.0
2023-11-05,51.0
2023-11-06,63.0
2023-11-07,55.0
2023-11-08,53.0
2023-11-09,3.0
2023-11-10,2.0
2023-11-11,2.0
2023-11-12,1.0
2023-11-13,2.0
2023-11-14,2.0
2023-11-15,1.0
2023-11-16,1.0
2023-11-17,1.0
2023-11-18,3.0
2023-11-19,3.0
2023-11-20,3.0
2023-11-21,51.0
2023-11-22,53.0
2023-11-23,55.0
2023-11-24,61.0
2023-11-25,61.0
2023-11-26,51.0
2023-11-27,3.0
2023-11-28,51.0
2023-11-29,1.0
2023-11-30,3.0
2023-12-01,0.0
2023-12-02,1.0
2023-12-03,2.0
2023-12-04,53.0
2023-12-05,63.0
2023-12-06,61.0
2023-12-07,1.0
2023-12-08,2.0
2023-12-09,1.0
2023-12-10,0.0
2023-12-11,1.0
2023-12-12,1.0
2023-12-13,1.0
2023-12-14,3.0
2023-12-15,3.0
2023-12-16,3.0
2023-12-17,1.0
2023-12-18,1.0
2023-12-19,1.0
2023-12-20,1.0
2023-12-21,1.0
2023-12-22,1.0
2023-12-23,1.0
2023-12-24,1.0
2023-12-25,1.0
2023-12-26,2.0
2023-12-27,3.0
2023-12-28,2.0
2023-12-29,1.0
2023-12-30,1.0
2023-12-31,3.0
2024-01-01,3.0
2024-01-02,3.0
2024-01-03,1.0
2024-01-04,1.0
2024-01-05,3.0
2024-01-06,3.0
2024-01-07,2.0
2024-01-08,0.0
2024-01-09,2.0
2024-01-10,3.0
2024-01-11,2.0
2024-01-12,1.0
2024-01-13,1.0
2024-01-14,0.0
2024-01-15,1.0
2024-01-16,3.0
2024-01-17,2.0
2024-01-18,2.0
2024-01-19,2.0
2024-01-20,3.0
2024-01-21,51.0
2024-01-22,3.0
2024-01-23,51.0
2024-01-24,51.0
2024-01-25,51.0
2024-01-26,2.0
2024-01-27,51.0
2024-01-28,3.0
2024-01-29,3.0
2024-01-30,1.0
2024-01-31,3.0
2024-02-01,51.0
2024-02-02,51.0
2024-02-03,51.0
2024-02-04,0.0
2024-02-05,3.0
2024-02-06,3.0
2024-02-07,1.0
2024-02-08,1.0
2024-02-09,3.0
2024-02-10,51.0
2024-02-11,51.0
2024-02-12,3.0
2024-02-13,3.0
2024-02-14,3.0
2024-02-15,3.0
2024-02-16,0.0
2024-02-17,0.0
2024-02-18,2.0
2024-02-19,2.0
2024-02-20,1.0
2024-02-21,1.0
2024-02-22,3.0
2024-02-23,51.0
2024-02-24,61.0
2024-02-25,61.0
2024-02-26,51.0
2024-02-27,3.0
2024-02-28,3.0
2024-02-29,1.0
2024-03-01,51.0
2024-03-02,1.0
2024-03-03,2.0
2024-03-04,2.0
2024-03-05,2.0
2024-03-06,3.0
2024-03-07,2.0
2024-03-08,1.0
2024-03-09,3.0
2024-03-10,51.0
2024-03-11,3.0
2024-03-12,2.0
2024-03-13,2.0
2024-03-14,1.0
2024-03-15,51.0
2024-03-16,51.0
2024-03-17,53.0
2024-03-18,51.0
2024-03-19,63.0
2024-03-20,65.0
2024-03-21,2.0
2024-03-22,3.0
2024-03-23,0.0
2024-03-24,51.0
2024-03-25,3.0
2024-03-26,0.0
2024-03-27,1.0
2024-03-28,0.0
2024-03-29,1.0
2024-03-30,2.0
2024-03-31,1.0
2024-04-01,1.0
2024-04-02,1.0
2024-04-03,2.0
2024-04-04,51.0
2024-04-05,2.0
2024-04-06,2.0
2024-04-07,2.0
2024-04-08,2.0
2024-04-09,51.0
2024-04-10,2.0
2024-04-11,51.0
2024-04-12,65.0
2024-04-13,3.0
2024-04-14,51.0
2024-04-15,0.0
2024-04-16,1.0
2024-04-17,2.0
2024-04-18,1.0
2024-04-19,3.0
2024-04-20,61.0
2024-04-21,53.0
2024-04-22,1.0
2024-04-23,3.0
2024-04-24,1.0
2024-04-25,1.0
2024-04-26,1.0
2024-04-27,1.0
2024-04-28,1.0
2024-04-29,1.0
2024-04-30,1.0
2024-05-01,0.0
2024-05-02,0.0
2024-05-03,3.0
2024-05-04,1.0
2024-05-05,1.0
2024-05-06,2.0
2024-05-07,65.0
2024-05-08,1.0
2024-05-09,63.0
2024-05-10,1.0
2024-05-11,0.0
2024-05-12,53.0
2024-05-13,3.0
2024-05-14,53.0
2024-05-15,53.0
2024-05-16,65.0
2024-05-17,63.0
2024-05-18,63.0
2024-05-19,61.0
2024-05-20,53.0
2024-05-21,61.0
2024-05-22,65.0
2024-05-23,51.0
2024-05-24,3.0
2024-05-25,61.0
2024-05-26,2.0
2024-05-27,51.0
2024-05-28,2.0
2024-05-29,1.0
2024-05-30,1.0
2024-05-31,2.0
2024-06-01,55.0
2024-06-02,65.0
2024-06-03,53.0
2024-06-04,53.0
2024-06-05,65.0
2024-06-06,65.0
2024-06-07,51.0
2024-06-08,51.0
2024-06-09,61.0
2024-06-10,61.0
2024-06-11,51.0
2024-06-12,63.0
2024-06-13,63.0
2024-06-14,65.0
2024-06-15,63.0
2024-06-16,63.0
2024-06-17,53.0
2024-06-18,63.0
2024-06-19,61.0
2024-06-20,53.0
2024-06-21,63.0
2024-06-22,63.0
2024-06-23,65.0
2024-06-24,51.0
2024-06-25,51.0
2024-06-26,63.0
2024-06-27,63.0
2024-06-28,65.0
2024-06-29,63.0
2024-06-30,61.0
2024-07-01,51.0
2024-07-02,53.0
2024-07-03,51.0
2024-07-04,51.0
2024-07-05,53.0
2024-07-06,61.0
2024-07-07,61.0
2024-07-08,63.0
2024-07-09,61.0
